Index,Text,Sentiment
180,unstable machine even if configure give result stop provide routine cheap rdbetter go iot options,Positive
265,update get alexa replace amazonmic work fine nowthe nrw one work fine but sound quality leave room improvement mic isnt proper please return productit feel like problem device onlyit can not time speak wake work multiple time hear,Positive
2343,update map knowledge mode transportation knowledge also fun talk like generally talk itits fun use superb device,Positive
3694,upgrade speakersthere low sound quality echo dot generation,Positive
3612,usb,Neutral
7,use alexa dot gen today gift dot gen daddy see difference sound quality compare gen sound quality amaze louder gen one thing disappoint say alexa play old telugu songs gen dot play old songs retro station but gen dot play telugu songsnot telugu old songs specially say alexa play telugu retro station songs play old songs specific combination male female singersi will update review days but star rat,Positive
179,use alexa echo dot last one weekmy house good wifi connection but alexa always trouble connect internetit understand say but never play songs time not understand clear english word wellalexa app show song but alexa not understand keywords play songoverall would not suggest product not waste money useless product time wont play music purchase,Positive
143,use almost months till dont problem itit recognise command give surf information google give accurate answersi like speakers loud clear sound qualityworks excellent hindi english commandsnot much difference echo dot generation generation,Positive
490,use almost year perfectly fine sound quality voice recognition recommend if love listen music operate smart devices but sadly doesnt give proper answer if ask general knowledge,Positive
275,use amazons echo products months sincerely feel become increasingly difficult survive without daytoday life awesome product amazon kudos phenomenal creation,Positive
540,use days totally impressedeasy set upi use alexa first time interest learn alexa work,Positive
2681,use digital electronics,Neutral
142,use echo dot play music kid around become easier play songs without look phone less screen time front kid family timespeaker volume good hall good inhouse gettogether,Positive
650,use echo dot three months suddenly alexa doesnt work without power cable connect since get year warranty unable find place return claim warranty,Negative
3742,use echo dotit will become one new member bed room,Positive
299,use echo plus gen since launch want one get one google home but not good alexa alexa recognise speed voice family members control smart light fire stick plan get echo show well,Positive
2671,use everyday love,Positive
3215,use friend creat handy environment,Positive
2683,use full,Positive
675,use generation also but like oneam not expect sound quality bass also good,Positive
159,use google along buy alexa variant gen good bass treble nice product range overall love product get product one week struggle follow amazon bitter experience last years mydealing amazon,Positive
971,use google crome better compare alexa,Positive
1168,use home also easily connect home use drop feature good kid learn feature,Positive
864,use home automation music alexa simply good look forward become smarter,Positive
4068,use last month sound quality connectivity super,Positive
542,use less product instead buy bluetooth speakers,Negative
9,use offyou get bulb worth make echo dot roughly dollars price get deal usa no ask friends get anyone sit fence buy instead buy bluetooth speakers echo dot include earlier versions google mini doesnt even come close come smartness google mini answer google search question better no one buy smart speaker integration smart devices unparalled mini appear dumb time grab go back old price even smart bulb helpful watch tvjust ask alexa turn bulb blue red not sure if bulb dimif soyou use day bulb night bulb go late,Positive
